id;id_no;rev_bis;name_en;name_fr;short_description_en;short_description_fr;justification_en;justification_fr;date_inscribed;secondary_dates;danger;date_end;danger_list;longitude;latitude;area_hectares;C1;C2;C3;C4;C5;C6;N7;N8;N9;N10;criteria_txt;category;category_short;states_name_en;states_name_fr;continent_name_en;continent_name_fr;iso_code;udnp_code;transboundary;coordonnees;multiple;id_multiple;name_multiple
644;548;;"Río Abiseo National Park";"Parc national Río Abiseo";"<p>The park was created in 1983 to protect the fauna and flora of the rainforests that are characteristic of this region of the Andes. There is a high level of endemism among the fauna and flora found in the park. The yellow-tailed woolly monkey, previously thought extinct, is found only in this area. Research undertaken since 1985 has already uncovered 36 previously unknown archaeological sites at altitudes of between 2,500 and 4,000 m, which give a good picture of pre-Inca society.</p>";"<p>Le parc a &eacute;t&eacute; cr&eacute;&eacute; en 1983 pour prot&eacute;ger la faune et la flore des for&ecirc;ts humides caract&eacute;ristiques de cette partie des montagnes andines. Cette faune et cette flore comprennent un nombre &eacute;lev&eacute; d'esp&egrave;ces end&eacute;miques. Le singe laineux &agrave; queue jaune, qu'on avait cru &eacute;teint, se trouve uniquement dans cette zone. Les recherches entreprises depuis 1985 ont d&eacute;j&agrave; permis d'y d&eacute;couvrir 36 sites arch&eacute;ologiques jusqu'alors inconnus, s'&eacute;tageant entre 2 500 et 4 000 m d'altitude, qui donnent une id&eacute;e tr&egrave;s compl&egrave;te de la soci&eacute;t&eacute; pr&eacute;inca.</p>";;;1990;1992;0;;;-77.25;-7.75;272407.95;0;0;1;0;0;0;1;0;1;1;(iii)(vii)(ix)(x);Mixed;C/N;Peru;Pérou;"Latin America and the Caribbean";"Amérique latine et Caraïbes";pe;per;0;-7.75,-77.25;0;;
646;549;rev;"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex";"Palais royal du XVIIIe siècle de Caserte avec le parc, l’aqueduc de Vanvitelli et l’ensemble de San Leucio";"<p>The monumental complex at Caserta, created by the Bourbon king Charles III in the mid-18th century to rival Versailles and the Royal Palace in Madrid, is exceptional for the way in which it brings together a magnificent palace with its park and gardens, as well as natural woodland, hunting lodges and a silk factory. It is an eloquent expression of the Enlightenment in material form, integrated into, rather than imposed on, its natural setting.</p>";"<p>L'ensemble monumental de Caserte, créé par Charles III (Carlo Borbone) au milieu du XVIII<sup>e</sup> siècle pour rivaliser avec Versailles et le palais royal de Madrid, est exceptionnel dans la manière dont il réunit un somptueux palais avec son parc et ses jardins mais aussi une partie naturelle boisée, des pavillons de chasse et un complexe industriel pour la production de la soie. C'est une évocation éloquente et concrète de la période des Lumières, intégrée plutôt qu'imposée à son paysage naturel.</p>";"<p>The Committee decided to inscribe this property on the basis of criteria (i), (ii), (iii) and (iv), considering that the monumental complex at Caserta, whilst cast in the same mould as other 18th century royal establishments, is exceptional for the broad sweep of its design, incorporating not only an imposing palace and park, but also much of the surrounding natural landscape and an ambitious new town laid out according to the urban planning precepts of its time. The industrial complex of the Belvedere, designed to produce silk, is also of outstanding interest because of the idealistic principles that underlay its original conception and management.</p>";"<p>Le Comité a décidé d'inscrire ce bien sur la base des critères (i), (ii), (iii) et (iv). L'ensemble monumental de Caserte, bien que bâti sur le même modèle que d'autres domaines royaux du 18ème siècle, est exceptionnel par l'étendue de sa conception puisqu'il comprend non seulement un imposant palais et un parc mais également une grande partie du paysage naturel environnant ainsi qu'une ambitieuse ville nouvelle agencée selon les préceptes de planification urbaine de son époque. Le complexe industriel du Belvédère, conçu pour la production de la soie, est également d'un grand intérêt en raison des principes idéalistes sous-jacents à sa conception et sa gestion d'origine.</p>";1997;;0;;;14.32639;41.07333;87.37;1;1;1;1;0;0;0;0;0;0;(i)(ii)(iii)(iv);Cultural;C;Italy;Italie;"Europe and North America";"Europe et Amérique du Nord";it;ita;0;41.07333,14.32639;0;;
647;550;;"Historic Centre of San Gimignano";"Centre historique de San Gimignano";"<p>'San Gimignano delle belle Torri' is in Tuscany, 56 km south of Florence. It served as an important relay point for pilgrims travelling to or from Rome on the Via Francigena. The patrician families who controlled the town built around 72 tower-houses (some as high as 50 m) as symbols of their wealth and power. Although only 14 have survived, San Gimignano has retained its feudal atmosphere and appearance. The town also has several masterpieces of 14th- and 15th-century Italian art.</p>";"<p>La ville de San Gimignano delle belle Torri est située en Toscane, à 56 km au sud de Florence. C'était un important point de relais pour les pèlerins qui se rendaient à Rome ou en revenaient par la Via Francigena. Les familles nobles qui contrôlaient la ville avaient bâti quelque 72 maisons-tours (jusqu'à 50 m de hauteur), symboles de leurs richesses et de leur pouvoir. Il ne reste que 14 de ces tours mais San Gimignano a conservé son ambiance et son apparence féodales. La ville recèle également des chefs-d'œuvre de l'art italien des XIV<sup>e</sup> et XV<sup>e</sup> siècles.</p>";;;1990;;0;;;11.04167;43.46806;13.88;1;0;1;1;0;0;0;0;0;0;(i)(iii)(iv);Cultural;C;Italy;Italie;"Europe and North America";"Europe et Amérique du Nord";it;ita;0;43.46806,11.04167;0;;
648;551;;"Te Wahipounamu – South West New Zealand";"Te Wahipounamu – zone sud-ouest de la Nouvelle-Zélande";"<p>The landscape in this park, situated in south-west New Zealand, has been shaped by successive glaciations into fjords, rocky coasts, towering cliffs, lakes and waterfalls. Two-thirds of the park is covered with southern beech and podocarps, some of which are over 800 years old. The kea, the only alpine parrot in the world, lives in the park, as does the rare and endangered takahe, a large flightless bird.</p>";"<p>Dans le sud-ouest de la Nouvelle-Zélande, ce parc offre un paysage, modelé par les glaciations successives, de fjords, de côtes rocheuses, de hautes falaises, de lacs et de cascades. Les deux tiers de sa superficie sont recouverts de forêts de hêtres méridionaux et de podocarpes, dont certains ont plus de 800 ans. On y trouve le <em>kea</em> , unique perroquet alpin du monde, ainsi que le <em>takahe</em> , gros oiseau coureur, rare et menacé.</p>";;;1990;;0;;;167.3196111;-45.03602778;2600000;0;0;0;0;0;0;1;1;1;1;(vii)(viii)(ix)(x);Natural;N;"New Zealand";Nouvelle-Zélande;"Asia and the Pacific";"Asie et Pacifique";nz;nzl;0;-45.03602778,167.3196111;0;;
652;554;;"Whale Sanctuary of El Vizcaino";"Sanctuaire de baleines d'El Vizcaino";"<p>Located in the central part of the peninsula of Baja California, the sanctuary contains some exceptionally interesting ecosystems. The coastal lagoons of Ojo de Liebre and San Ignacio are important reproduction and wintering sites for the grey whale, harbour seal, California sea lion, northern elephant-seal and blue whale. The lagoons are also home to four species of the endangered marine turtle.</p>";"<p>Situé dans la partie centrale de la péninsule de la Basse-Californie, ce site contient des écosystèmes de valeur exceptionnelle. Les lagunes côtières de Ojo de Liebre et San Ignacio constituent d'excellents sites de reproduction et d'hivernage pour la baleine grise, le veau marin, le lion de mer de Californie, l'éléphant de mer du Nord et la baleine bleue. Les lagunes abritent en outre quatre espèces de tortues marines menacées d'extinction.</p>";;;1993;;0;;;-114.22778;27.79222;369631;0;0;0;0;0;0;0;0;0;1;(x);Natural;N;Mexico;Mexique;"Latin America and the Caribbean";"Amérique latine et Caraïbes";mx;mex;0;27.79222,-114.22778;0;000;
653;555;;"Birka and Hovgården";"Birka et Hovgården";"<p>The Birka archaeological site is located on Björkö Island in Lake Mälar and was occupied in the 9th and 10th centuries. Hovgården is situated on the neighbouring island of Adelsö. Together, they make up an archaeological complex which illustrates the elaborate trading networks of Viking-Age Europe and their influence on the subsequent history of Scandinavia. Birka was also important as the site of the first Christian congregation in Sweden, founded in 831 by St Ansgar.</p>";"<p>Le site archéologique de Birka, sur l'île Björkö dans le lac Mälar, occupé aux IX<sup>e</sup> et X<sup>e</sup> siècles de notre ère, ainsi que le site de Hovgården, sur l'île voisine d'Adelsö, constituent un ensemble archéologique qui illustre clairement les réseaux commerciaux complexes de l'époque des Vikings et leur influence sur l'histoire de la Scandinavie. Birka abrita en outre la plus ancienne congrégation chrétienne de Suède, fondée en 831 par saint Ansgar.</p>";;;1993;;0;;;17.54264;59.33514;437.121;0;0;1;1;0;0;0;0;0;0;(iii)(iv);Cultural;C;Sweden;Suède;"Europe and North America";"Europe et Amérique du Nord";se;swe;0;59.33514,17.54264;0;000;
655;556;rev;"Engelsberg Ironworks";"Forges d'Engelsberg";"<p>Sweden's production of superior grades of iron made it a leader in this field in the 17th and 18th centuries. This site is the best-preserved and most complete example of this type of Swedish ironworks.</p>";"<p>Ce site est l'exemple le plus complet et le mieux préservé des fonderies suédoises dont la production de fer de haute qualité assura à la Suède la première place dans ce secteur aux XVII<sup>e</sup> et XVIII<sup>e</sup> siècles.</p>";;;1993;;0;;;16.01;59.97;9.596;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;Sweden;Suède;"Europe and North America";"Europe et Amérique du Nord";se;swe;0;59.97,16.01;0;;
657;557;rev;"Rock Carvings in Tanum";"Gravures rupestres de Tanum";"<p>The rock carvings in Tanum, in the north of Bohuslän, are a unique artistic achievement not only for their rich and varied motifs (depictions of humans and animals, weapons, boats and other subjects) but also for their cultural and chronological unity. They reveal the life and beliefs of people in Europe during the Bronze Age and are remarkable for their large numbers and outstanding quality.</p>";"<p>Dans le nord du Bohuslän, les gravures rupestres de la commune de Tanum constituent un ensemble de toute première importance sur le plan mondial, tant par leur variété (représentations humaines et animales, armes, bateaux et autres objets) que par leur unité culturelle et chronologique. Elles illustrent, avec une abondance et une qualité remarquables, la vie et les croyances de l'âge du bronze en Europe.</p>";;;1994;;0;;;11.34111;58.70111;4137.609;1;0;1;1;0;0;0;0;0;0;(i)(iii)(iv);Cultural;C;Sweden;Suède;"Europe and North America";"Europe et Amérique du Nord";se;swe;0;58.70111,11.34111;0;;
659;558;rev;Skogskyrkogården;Skogskyrkogården;"<p>This Stockholm cemetery was created between 1917 and 1920 by two young architects, Asplund and Lewerentz, on the site of former gravel pits overgrown with pine trees. The design blends vegetation and architectural elements, taking advantage of irregularities in the site to create a landscape that is finely adapted to its function. It has had a profound influence in many countries of the world.</p>";"<p>Ce cimetière de Stockholm fut aménagé de 1917 à 1920 par deux jeunes architectes, Asplund et Lewerentz, dans d'anciennes carrières de gravier plantées de pins. La conception associe la végétation aux éléments architecturaux et tire parti des accidents du terrain. Elle crée un paysage en parfaite harmonie avec sa fonction qui a exercé une profonde influence dans de nombreux pays du monde.</p>";;;1994;;0;;;18.09944;59.27556;108.08;0;1;0;1;0;0;0;0;0;0;(ii)(iv);Cultural;C;Sweden;Suède;"Europe and North America";"Europe et Amérique du Nord";se;swe;0;59.27556,18.09944;0;;
662;560;rev;"Archaeological Zone of Paquimé, Casas Grandes";"Zone archéologique de Paquimé, Casas Grandes";"<p>Paquimé, Casas Grandes, which reached its apogee in the 14th and 15th centuries, played a key role in trade and cultural contacts between the Pueblo culture of the south-western United States and northern Mexico and the more advanced civilizations of Mesoamerica. The extensive remains, only part of which have been excavated, are clear evidence of the vitality of a culture which was perfectly adapted to its physical and economic environment, but which suddenly vanished at the time of the Spanish Conquest.</p>";"<p>Paquimé, Casas Grandes, qui atteignit son apogée aux XIV<sup>e</sup> et XV<sup>e</sup> siècles, joua un rôle essentiel dans les relations commerciales et culturelles qu'entretenaient la culture « pueblo » du sud-ouest des États-Unis et du nord du Mexique et les civilisations plus avancées d'Amérique centrale. Les nombreux vestiges, qui n'ont été que partiellement dégagés, témoignent de la vigueur d'une culture parfaitement adaptée à son environnement physique et économique et qui devait pourtant disparaître brutalement au moment de la conquête espagnole.</p>";"<p>Criterion iii: Paquimé Casas Grandes bears eloquent and abundant testimony to an important element in the cultural evolution of North America, and in particular to prehispanic commercial and cultural links. Criterion iv: The extensive remains of the archaeological site of Paquimé Casas Grandes provide exceptional evidence of the development of adobe architecture in North America, and in particular of the blending of this with the more advanced techniques of Mesoamerica.</p>";"<p>Critère iii : Paquimé Casas Grandes constitue un témoignage riche et significatif d’un aspect primordial de l’évolution culturelle de l’Amérique du Nord, notamment des relations préhispaniques en matière de commerce et de culture. Critère iv : les nombreux vestiges retrouvés sur le site archéologique de Paquimé Casas Grandes apportent une preuve exceptionnelle du développement de l’architecture d’adobe en Amérique du Nord et surtout de la combinaison de ce type d’architecture avec les techniques plus avancées de Mésoamérique.</p>";1998;;0;;;-107.948122;30.367128;146.72;0;0;1;1;0;0;0;0;0;0;(iii)(iv);Cultural;C;Mexico;Mexique;"Latin America and the Caribbean";"Amérique latine et Caraïbes";mx;mex;0;30.367128,-107.948122;0;;
663;561;;"Rangiri Dambulla Cave Temple";"Temple troglodyte de Rangiri Dambulla";"<p>A sacred pilgrimage site for 22 centuries, this cave monastery, with its five sanctuaries, is the largest, best-preserved cave-temple complex in Sri Lanka. The Buddhist mural paintings (covering an area of 2,100 m<sup>2</sup> ) are of particular importance, as are the 157 statues.</p>";"<p>Haut lieu de pèlerinage de Sri Lanka depuis vingt-deux siècles, ce monastère rupestre, qui contient cinq sanctuaires, est l'ensemble le plus grand et le mieux conservé de temples-cavernes à Sri Lanka. Il est particulièrement remarquable par ses peintures murales bouddhiques couvrant une superficie de 2 100 m2 et par ses 157 statues.</p>";;;1991;;0;;;80.64916667;7.856666667;0;1;0;0;0;0;1;0;0;0;0;(i)(vi);Cultural;C;"Sri Lanka";"Sri Lanka";"Asia and the Pacific";"Asie et Pacifique";lk;lka;0;7.856666667,80.64916667;0;;
666;564;;"Old City of Zamość";"Vieille ville de Zamość";"<p>Zamosc was founded in the 16th century by the chancellor Jan Zamoysky on the trade route linking western and northern Europe with the Black Sea. Modelled on Italian theories of the 'ideal city' and built by the architect Bernando Morando, a native of Padua, Zamosc is a perfect example of a late-16th-century Renaissance town. It has retained its original layout and fortifications and a large number of buildings that combine Italian and central European architectural traditions.</p>";"<p>La ville a été fondée au XVI<sup>e</sup> siècle par le chancelier Jan Zamoysky sur la route commerciale reliant l'Europe de l'Ouest et du Nord à la mer Noire. Conçue sur le modèle des théories italiennes de la ville idéale et construite par l'architecte Bernando Morando, originaire de Padoue, Zamosc reste un parfait exemple d'une ville Renaissance de la fin du XVI<sup>e</sup> siècle qui a conservé son plan d'origine, ses fortifications et un grand nombre de bâtiments où se mêlent les traditions architecturales de l'Italie et celles de l'Europe centrale.</p>";;;1992;;0;;;23.25277778;50.71694444;75.0391;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;Poland;Pologne;"Europe and North America";"Europe et Amérique du Nord";pl;pol;0;50.71694444,23.25277778;0;;
667;565;;"Kasbah of Algiers";"Casbah d'Alger";"<p>The Kasbah is a unique kind of medina, or Islamic city. It stands in one of the finest coastal sites on the Mediterranean, overlooking the islands where a Carthaginian trading-post was established in the 4th century BC. There are the remains of the citadel, old mosques and Ottoman-style palaces as well as the remains of a traditional urban structure associated with a deep-rooted sense of community.</p>";"<p>Dans l’un des plus beaux sites maritimes de la Méditerranée, surplombant les îlots où un comptoir carthaginois fut installé dès le IVe siècle av. J.-C., la Casbah constitue un type unique de <em>médina</em> , ou ville islamique. Lieu de mémoire autant que d’histoire, elle comprend des vestiges de la citadelle, des mosquées anciennes, des palais ottomans, ainsi qu’une structure urbaine traditionnelle associée à un grand sens de la communauté.</p>";;;1992;;0;;;3.06028;36.78333;54.7;0;1;0;0;1;0;0;0;0;0;(ii)(v);Cultural;C;Algeria;Algérie;"Arab States";"États arabes";dz;dza;0;36.78333,3.06028;0;;
668;566;;"Historic City of Sucre";"Ville historique de Sucre";"<p>Sucre, the first capital of Bolivia, was founded by the Spanish in the first half of the 16th century. Its many well-preserved 16th-century religious buildings, such as San Lázaro, San Francisco and Santo Domingo, illustrate the blending of local architectural traditions with styles imported from Europe.</p>";"<p>Première capitale de la Bolivie, Sucre fut fondée par les Espagnols dans la première moitié du XVIe siècle. Elle possède de nombreux édifices religieux comme San Lazaro, San Francisco et Santo Domingo qui offrent une image bien conservée de l’alliance architecturale de traditions locales à des styles importés d’Europe.</p>";;;1991;;0;;;-65.259592;-19.04799;0;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;"Bolivia (Plurinational State of)";"Bolivie (État plurinational de)";"Latin America and the Caribbean";"Amérique latine et Caraïbes";bo;bol;0;-19.04799,-65.259592;0;;
670;567;rev;"Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture";"Tiwanaku : centre spirituel et politique de la culture tiwanaku";"<p>The city of Tiwanaku, capital of a powerful pre-Hispanic empire that dominated a large area of the southern Andes and beyond, reached its apogee between 500 and 900 AD. Its monumental remains testify to the cultural and political significance of this civilisation, which is distinct from any of the other pre-Hispanic empires of the Americas.</p>";"<p>La ville de Tiwanaku fut la capitale d'un puissant empire préhispanique qui étendit son influence sur une vaste zone des Andes méridionales et au-delà, et atteignit son apogée entre 500 et 900 de notre ère. Les vestiges de ses monuments témoignent de l'importance culturelle et politique de cette civilisation qui se distingue nettement des autres empires préhispaniques des Amériques.</p>";"<p><em>Criterion (iii):</em> The ruins of Tiwanaku bear striking witness to the power of the empire that played a leading role in the development of the Andean prehispanic civilization.</p> <p><em>Criterion (iv): </em>The buildings of Tiwanaku are exceptional examples of the ceremonial and public architecture and art of one of the most important manifestations of the civilizations of the Andean region.</p>";"<p><em>Critère (iii) :</em> Les ruines de Tiwanaku sont le témoignage remarquable de la puissance d’un empire qui a joué un rôle majeur dans le développement de la civilisation préhispanique des Andes.</p> <p><em>Critère (iv) :</em> Les monuments de Tiwanaku sont des exemples exceptionnels de l’architecture et de l’art cérémoniel et public d’une des manifestations les plus importantes des civilisations de la région andine.</p>";2000;;0;;;-68.673278;-16.555003;71.5;0;0;1;1;0;0;0;0;0;0;(iii)(iv);Cultural;C;"Bolivia (Plurinational State of)";"Bolivie (État plurinational de)";"Latin America and the Caribbean";"Amérique latine et Caraïbes";bo;bol;0;-16.555003,-68.673278;0;;
678;573;;"Air and Ténéré Natural Reserves";"Réserves naturelles de l'Aïr et du Ténéré";"<p>This is the largest protected area in Africa, covering some 7.7 million ha, though the area considered a protected sanctuary constitutes only one-sixth of the total area. It includes the volcanic rock mass of the Aïr, a small Sahelian pocket, isolated as regards its climate and flora and fauna, and situated in the Saharan desert of Ténéré. The reserves boast an outstanding variety of landscapes, plant species and wild animals.</p>";"<p>C'est la plus grande aire protégée d'Afrique, avec 7,7 millions d'hectares. La zone considérée comme sanctuaire protégé n'en représente que le sixième. Elle comprend le massif éruptif de l'Aïr, îlot sahélien isolé dans le désert saharien du Ténéré par son climat, sa flore et sa faune. Les réserves possèdent un ensemble exceptionnel de paysages, d'espèces végétales et d'animaux sauvages.</p>";;;1991;;1;;"Y 1992";9;18;7736000;0;0;0;0;0;0;1;0;1;1;(vii)(ix)(x);Natural;N;Niger;Niger;Africa;Afrique;ne;ner;0;18,9;0;;
679;574;;"Historic Town of Sukhothai and Associated Historic Towns";"Ville historique de Sukhothaï et villes historiques associées";"<p>Sukhothai was the capital of the first Kingdom of Siam in the 13th and 14th centuries. It has a number of fine monuments, illustrating the beginnings of Thai architecture. The great civilization which evolved in the Kingdom of Sukhothai absorbed numerous influences and ancient local traditions; the rapid assimilation of all these elements forged what is known as the 'Sukhothai style'.</p>";"<p>Capitale du premier royaume du Siam aux XIII<sup>e</sup> et XIV<sup>e</sup> si&egrave;cles, Sukhotha&iuml; conserve d'admirables monuments illustrant les d&eacute;buts de l'architecture tha&iuml;e. La grande civilisation qui se d&eacute;veloppa dans le royaume est tributaire de nombreuses influences et d'anciennes traditions locales, mais l'assimilation rapide de tous ces &eacute;l&eacute;ments forgea ce que l'on appelle le &laquo; style Sukhotha&iuml; &raquo;.</p>";;;1991;;0;;;99.78972;17.00722;11852;1;0;1;0;0;0;0;0;0;0;(i)(iii);Cultural;C;Thailand;Thaïlande;"Asia and the Pacific";"Asie et Pacifique";th;tha;0;17.00722,99.78972;0;000;
680;575;;"Ban Chiang Archaeological Site";"Site archéologique de Ban Chiang";"<p>Ban Chiang is considered the most important prehistoric settlement so far discovered in South-East Asia. It marks an important stage in human cultural, social and technological evolution. The site presents the earliest evidence of farming in the region and of the manufacture and use of metals.</p>";"<p>Considéré comme le plus important habitat préhistorique découvert à ce jour en Asie du Sud-Est, Ban Chiang a marqué une étape importante dans l'évolution culturelle, sociale et technologique de l'homme. Le site témoigne de l'existence d'activités agricoles ainsi que de la production et de l'utilisation de métaux.</p>";;;1992;;0;;;103.237589;17.407772;30;0;0;1;0;0;0;0;0;0;0;(iii);Cultural;C;Thailand;Thaïlande;"Asia and the Pacific";"Asie et Pacifique";th;tha;0;17.407772,103.237589;0;;
681;576;;"Historic City of Ayutthaya";"Ville historique d’Ayutthaya";"<p>Founded c. 1350, Ayutthaya became the second Siamese capital after Sukhothai. It was destroyed by the Burmese in the 18th century. Its remains, characterized by the prang (reliquary towers) and gigantic monasteries, give an idea of its past splendour.</p>";"<p>Fond&eacute;e vers 1350, Ayutthaya devint la deuxi&egrave;me capitale siamoise apr&egrave;s Sukhotha&iuml;. Elle fut d&eacute;truite par les Birmans au XVIII<sup>e</sup> si&egrave;cle. Ses vestiges, caract&eacute;ris&eacute;s par les prangs, ou tours-reliquaires, et par des monast&egrave;res aux proportions gigantesques, donnent une id&eacute;e de sa splendeur pass&eacute;e.</p>";;;1991;;0;;;100.56056;14.34778;289;0;0;1;0;0;0;0;0;0;0;(iii);Cultural;C;Thailand;Thaïlande;"Asia and the Pacific";"Asie et Pacifique";th;tha;0;14.34778,100.56056;0;;
683;577;rev;"Heard and McDonald Islands";"Îles Heard et McDonald";"<p>Heard Island and McDonald Islands are located in the Southern Ocean, approximately 1,700 km from the Antarctic continent and 4,100 km south-west of Perth. As the only volcanically active subantarctic islands they ‘open a window into the earth’, thus providing the opportunity to observe ongoing geomorphic processes and glacial dynamics. The distinctive conservation value of Heard and McDonald – one of the world’s rare pristine island ecosystems – lies in the complete absence of alien plants and animals, as well as human impact.</p>";"<p>Les îles Heard et McDonald sont situées dans l’océan Austral, à environ 1 700 km du continent antarctique et à 4 100 km au sud-ouest de Perth. En tant que seules îles volcaniques subantarctiques en activité, elles constituent une véritable « fenêtre sur les profondeurs de la Terre » et offrent des possibilités d’observer des processus géomorphiques en cours ainsi que la dynamique des glaces. Comptant parmi les rares écosystèmes insulaires vierges du monde, les îles Heard et McDonald présentent une valeur particulière pour la conservation, du fait de l’absence totale de plantes et d’animaux exotiques comme d’impact humain.</p>";"<p>The Committee inscribed this property under <em>criteria (viii) </em>and <em>(ix)</em>. It noted that this site is the only volcanically active sub-Antarctic island and illustrates ongoing geomorphic processes and glacial dynamics in the coastal and submarine environment and sub-Antarctic flora and fauna, with no record of alien species. The Committee repeated its request by the sixteenth session for further documentation on the marine resources of the site.</p>";"<p>Le Comité a inscrit ce bien au titre des <em>critères (viii) </em>et <em>(ix)</em>. Il a noté que ce site était la seule île volcanique subantarctique en activité et qu'elle illustrait des processus géomorphiques et la dynamique glaciaire en cours dans l'environnement côtier et sous-marin ainsi que la flore et la faune subantarctiques, sans traces d'espèces étrangères. Le Comité a réitéré sa demande exprimée à sa seizième session concernant un supplément d'information sur les ressources marines du site.</p>";1997;;0;;;73.5;-53.1;658903;0;0;0;0;0;0;0;1;1;0;(viii)(ix);Natural;N;Australia;Australie;"Asia and the Pacific";"Asie et Pacifique";au;aus;0;-53.1,73.5;0;;
684;578;;"Shark Bay, Western Australia";"Baie Shark, Australie occidentale";"<p>At the most westerly point of the Australian continent, Shark Bay, with its islands and the land surrounding it, has three exceptional natural features: its vast sea-grass beds, which are the largest (4,800 km2) and richest in the world; its dugong (&lsquo;sea cow&rsquo;) population; and its stromatolites (colonies of algae which form hard, dome-shaped deposits and are among the oldest forms of life on earth). Shark Bay is also home to five species of endangered mammals.</p>";"<p>Situ&eacute;e &agrave; l&rsquo;extr&eacute;mit&eacute; ouest du continent australien, la baie Shark, avec ses &icirc;les et les terres qui l&rsquo;entourent, poss&egrave;de trois caract&eacute;ristiques naturelles exceptionnelles : ses vastes herbiers marins, les plus &eacute;tendus (4 800 km&sup2;) et les plus riches du monde, sa population de dugongs, ou &laquo; vaches marines &raquo;, et ses stromatolites, colonies d&rsquo;algues qui &eacute;difient des monticules et sont parmi les plus anciennes formes de vie sur terre. La baie Shark abrite en outre cinq esp&egrave;ces de mammif&egrave;res menac&eacute;es.</p>";;;1991;;0;;;113.4361111;-25.48611111;2200902;0;0;0;0;0;0;1;1;1;1;(vii)(viii)(ix)(x);Natural;N;Australia;Australie;"Asia and the Pacific";"Asie et Pacifique";au;aus;0;-25.48611111,113.4361111;0;;
686;579;Rev;"Bronze Age Burial Site of Sammallahdenmäki";"Site funéraire de l'âge du bronze de Sammallahdenmäki";"<p>This Bronze Age burial site features more than 30 granite burial cairns, providing a unique insight into the funerary practices and social and religious structures of northern Europe more than three millennia ago.</p>";"<p>La trentaine de tumulus fun&eacute;raires en granit du cimeti&egrave;re de l'&acirc;ge du bronze de Sammallahdenm&auml;ki constituent un t&eacute;moignage exceptionnel des pratiques fun&eacute;raires et des structures sociales et religieuses de l'Europe du Nord d'il y a plus de trois mill&eacute;naires.</p>";"<p><em>Criterion (iii):</em> The Sammallahdenm&auml;ki cairn cemetery bears exceptional witness to the society of the Bronze Age of Scandinavia.</p> <p><em>Criterion (iv):</em> The Sammallahdenm&auml;ki cemetery is an outstanding example of Bronze Age funerary practices in Scandinavia.</p>";"<p><em>Crit&egrave;re (iii)&nbsp;:</em>&nbsp;Les cairns du cimeti&egrave;re de Sammallahdenm&auml;ki apportent un t&eacute;moignage exceptionnel sur la soci&eacute;t&eacute; de l&rsquo;&acirc;ge du bronze en Scandinavie.</p> <p><em>Crit&egrave;re (iv) :&nbsp;</em>Le cimeti&egrave;re de Sammallahdenm&auml;ki est un exemple remarquable des pratiques fun&eacute;raires de l&rsquo;&acirc;ge du bronze en Scandinavie.</p>";1999;;0;;;21.7775;61.12056;0;0;0;1;1;0;0;0;0;0;0;(iii)(iv);Cultural;C;Finland;Finlande;"Europe and North America";"Europe et Amérique du Nord";fi;fin;0;61.12056,21.7775;0;;
690;583;;"Fortress of Suomenlinna";"Forteresse de Suomenlinna";"<p>Built in the second half of the 18th century by Sweden on a group of islands located at the entrance of Helsinki's harbour, this fortress is an especially interesting example of European military architecture of the time.</p>";"<p>Construite dans la seconde moitié du XVIII<sup>e</sup> siècle par les Suédois sur un groupe d'îles situées à l'entrée de la rade d'Helsinki, la forteresse constitue un exemple particulièrement intéressant de l'architecture militaire européenne de l'époque.</p>";;;1991;;0;;;24.98722;60.14722;210;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;Finland;Finlande;"Europe and North America";"Europe et Amérique du Nord";fi;fin;0;60.14722,24.98722;0;;
691;584;;"Petäjävesi Old Church";"Vieille église de Petäjävesi";"<p>Petäjävesi Old Church, in central Finland, was built of logs between 1763 and 1765. This Lutheran country church is a typical example of an architectural tradition that is unique to eastern Scandinavia. It combines the Renaissance conception of a centrally planned church with older forms deriving from Gothic groin vaults.</p>";"<p>La vieille église de Petäjävesi, en Finlande centrale, construite en rondins de conifères en 1763-1765, est une église luthérienne rurale représentative d'une tradition architecturale propre à l'est de la Scandinavie. L'église associe la conception Renaissance d'une église de plan centré et les formes plus anciennes dérivées des plafonds aux voûtes d'arêtes de la période gothique.</p>";;;1994;;0;;;25.18333;62.25;2.98;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;Finland;Finlande;"Europe and North America";"Europe et Amérique du Nord";fi;fin;0;62.25,25.18333;0;;
